instance;approach;class;graph_density;link_capacity_ratio;prob_sharing_NFS;Objective_value;number_NFSs;dis_NFS;cent_NFS;number_nodes;number_active_node;proportion_active_node;total_nodes_capacity;total_load_node;av_node_load);most_loaded_node;number_of_arcs;number_active_links;propotyion_number_active_links;total_arc_capacity;total_arc_load;av_link_load;most_loaded_arc;avr_lat
104;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;214.2;18.0;0.0;18.0;10;2;0.2;560.0;0.04285714285714286;0.15;0.1875;26;14;0.5384615384615384;2088.0000000000005;0.24748563218390798;0.4704353951798272;0.7915353641456582;0.713125
105;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;218.33;17.0;6.0;11.0;10;2;0.2;560.0;0.04285714285714286;0.15;0.1875;18;6;0.3333333333333333;1304.6;0.1952466273187184;0.6299867558457394;0.7670454545454546;0.289375
105;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;218.4;17.0;6.0;11.0;10;2;0.2;560.0;0.04285714285714286;0.14999999999999997;0.18749999999999997;18;6;0.3333333333333333;1304.6;0.1952466273187184;0.6299867558457394;0.7670454545454546;0.289375
106;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;166.48000000000002;13.0;0.0;13.0;10;1;0.1;560.0;0.0375;0.2625;0.2625;22;9;0.4090909090909091;1594.2000000000005;0.20070803537824608;0.5038646932728924;0.8726325757575758;0.38875000000000004
106;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;166.5;13.0;5.0;8.0;10;2;0.2;560.0;0.0375;0.13124999999999998;0.175;22;15;0.6818181818181818;1594.2000000000005;0.2156336898861139;0.3223005150283916;0.8622002051675659;0.463125
107;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;191.57;15.0;7.0;8.0;10;4;0.4;560.0;0.03571428571428571;0.06250000000000001;0.07500000000000001;20;7;0.35;1417.5999999999997;0.08838662175507903;0.25871986920729756;0.364328022875817;0.28500000000000003
107;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;179.0;14.0;1.0;13.0;10;2;0.2;560.0;0.03214285714285714;0.1125;0.2;20;9;0.45;1417.5999999999997;0.11984383817720093;0.27387848738931875;0.364328022875817;0.33437500000000003
108;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;151.07999999999998;13.0;0.0;13.0;10;1;0.1;560.0;0.023214285714285715;0.1625;0.1625;26;6;0.23076923076923078;2043.8000000000004;0.0802493475108525;0.34951941842050965;0.7837236147757256;0.218125
108;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;151.1;13.0;8.0;5.0;10;2;0.2;560.0;0.023214285714285715;0.08125;0.1;26;8;0.3076923076923077;2043.8000000000004;0.12018014472085488;0.39008032215325245;0.7529309252217997;0.263125
109;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;119.05999999999999;10.0;0.0;10.0;10;1;0.1;560.0;0.030357142857142857;0.21250000000000002;0.21250000000000002;20;5;0.25;1448.8;0.09607088625069023;0.3561467219151241;0.6133127157652474;0.23125
109;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;119.06;10.0;5.0;5.0;10;2;0.2;560.0;0.030357142857142857;0.10625000000000001;0.125;20;4;0.2;1448.8;0.08109343765290122;0.36715023919345424;0.7385532106985568;0.17125
110;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;205.68;16.0;2.0;14.0;10;3;0.3;560.0;0.03571428571428571;0.08333333333333333;0.125;18;9;0.5;1257.8000000000002;0.24695262296303291;0.501197595339694;0.8002976158537333;0.30999999999999994
110;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;204.9;16.0;6.0;10.0;10;3;0.3;560.0;0.03571428571428571;0.08333333333333333;0.1;18;9;0.5;1257.8000000000002;0.16705715745369984;0.3451375261546994;0.8002976158537333;0.12125
111;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;169.56;14.0;0.0;14.0;10;2;0.2;560.0;0.04107142857142857;0.14375000000000002;0.15000000000000002;20;7;0.35;1492.6000000000001;0.16033264102907677;0.4917862966869377;0.6105100463678516;0.2575
111;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;169.5;14.0;0.0;14.0;10;2;0.2;560.0;0.04107142857142857;0.14375000000000002;0.15000000000000002;20;11;0.55;1492.6000000000001;0.29575070347045423;0.552046044351877;0.870407060518732;0.5606250000000002
112;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;153.85999999999996;11.0;9.0;2.0;10;2;0.2;560.0;0.039285714285714285;0.13749999999999998;0.22499999999999998;20;5;0.25;1457.6;0.104977788830955;0.4260162545746988;0.7906746031746031;0.185
112;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;155.5;11.0;5.0;6.0;10;2;0.2;560.0;0.039285714285714285;0.1375;0.15000000000000002;20;10;0.5;1457.6;0.16602634467618002;0.3336371714990084;0.7906746031746031;0.35687500000000005
113;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;136.85000000000002;11.0;0.0;11.0;10;1;0.1;560.0;0.025;0.17500000000000002;0.17500000000000002;26;7;0.2692307692307692;1863.4000000000005;0.15204062466459156;0.5690033120278487;0.9940209267563527;0.333125
113;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;136.9;11.0;0.0;11.0;10;1;0.1;560.0;0.025;0.17500000000000002;0.17500000000000002;26;7;0.2692307692307692;1863.4000000000005;0.12955149189653317;0.4877945267877644;0.6759072580645161;0.27375
114;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;191.56;16.0;5.0;11.0;10;2;0.2;560.0;0.02857142857142857;0.1;0.1375;24;8;0.3333333333333333;1702.8000000000002;0.19188982851773548;0.606840852946717;0.7373768472906405;0.213125
114;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;191.5;16.0;5.0;11.0;10;2;0.2;560.0;0.02857142857142857;0.09999999999999999;0.13749999999999998;24;8;0.3333333333333333;1702.8000000000002;0.19188982851773548;0.606840852946717;0.7373768472906405;0.213125
115;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;195.92000000000002;16.0;0.0;16.0;10;1;0.1;560.0;0.04285714285714286;0.30000000000000004;0.30000000000000004;24;7;0.2916666666666667;1854.4000000000003;0.18882455241587573;0.6269835373471121;0.99140625;0.374375
115;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;195.9;16.0;0.0;16.0;10;1;0.1;560.0;0.04285714285714286;0.30000000000000004;0.30000000000000004;24;8;0.3333333333333333;1854.4000000000003;0.21384949309749782;0.626321434529941;0.99140625;0.41500000000000004
116;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;113.02;9.0;1.0;8.0;10;4;0.4;560.0;0.023214285714285715;0.040625;0.0625;22;12;0.5454545454545454;1548.6000000000001;0.12294998587555744;0.23035655642326583;0.6879478503184714;0.42
116;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;113.0;9.0;1.0;8.0;10;4;0.4;560.0;0.023214285714285715;0.040624999999999994;0.0625;22;15;0.6818181818181818;1548.6000000000001;0.23346718700452782;0.3481759180373198;0.6879478503184714;0.5396875
117;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;148.7;13.0;2.0;11.0;10;3;0.3;560.0;0.026785714285714284;0.0625;0.0875;20;6;0.3;1439.8000000000004;0.17142137796916235;0.5501979301990944;0.8487362448418156;0.375
117;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;148.1;13.0;2.0;11.0;10;3;0.3;560.0;0.026785714285714284;0.0625;0.1375;20;6;0.3;1439.8000000000004;0.17305165392638142;0.5562065267967242;0.9562212302563443;0.339375
118;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;136.11999999999998;10.999999999999998;8.999999999999998;1.9999999999999996;10;3;0.3;560.0;0.033928571428571426;0.07916666666666665;0.14999999999999997;22;8;0.36363636363636365;1618.5999999999997;0.08647708313641585;0.2580429020901033;0.5401041666666667;0.228125
118;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;135.2;11.0;2.0;9.0;10;3;0.3;560.0;0.033928571428571426;0.07916666666666666;0.175;22;14;0.6363636363636364;1618.5999999999997;0.19026921652133164;0.30317627820279797;0.755078125;0.694375
119;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;169.29000000000002;12.0;0.0;12.0;10;1;0.1;560.0;0.03571428571428571;0.25;0.25;24;12;0.5;1840.6000000000001;0.16029504645224382;0.3318913234842992;0.5902109013867488;0.45062500000000005
119;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;169.2;12.0;0.0;12.0;10;1;0.1;560.0;0.03571428571428571;0.25;0.25;24;11;0.4583333333333333;1840.6000000000001;0.18953143675975223;0.4220524747450085;0.7591494470314318;0.670625
120;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;158.19;11.0;7.999999999999998;2.9999999999999996;10;4;0.4;560.0;0.039285714285714285;0.06874999999999998;0.09999999999999999;22;8;0.36363636363636365;1671.0;0.1589981404555051;0.4280110472405309;0.9604057591623036;0.286875
120;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;158.4;11.0;8.0;3.0;10;4;0.4;560.0;0.039285714285714285;0.06875;0.1;22;13;0.5909090909090909;1671.0;0.18451884811613675;0.3047162362220396;0.5528054080466515;0.25125000000000003
121;MILP; tiny_tight_high_strong;0.1;tight;0.1;106.42;8.0;5.0;2.9999999999999996;10;3;0.3;112.0;0.125;0.2916666666666667;0.5625;28;11;0.39285714285714285;649.4000000000001;0.12626558679927852;0.35329461380372124;0.859375;0.308125
121;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;108.0;8.0;2.0;6.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.4375;28;14;0.5;649.4000000000001;0.2120466252675892;0.43095938529463335;0.921563047859537;0.4387500000000001
122;MILP; tiny_tight_high_strong;0.1;tight;0.1;107.45;9.0;0.0;9.0;10;2;0.2;112.0;0.08035714285714286;0.28125;0.3125;24;6;0.25;558.1999999999999;0.18273020422787534;0.6749954929766826;0.8823529411764706;0.27812499999999996
122;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;108.25;9.0;0.0;9.0;10;3;0.3;112.0;0.08035714285714286;0.1875;0.3125;24;10;0.4166666666666667;558.1999999999999;0.29711711987591444;0.7103182099984335;0.9459696292877198;0.406875
123;MILP; tiny_tight_high_strong;0.1;tight;0.1;113.27;9.0;0.0;9.0;10;2;0.2;112.0;0.11607142857142858;0.40625;0.49999999999999994;22;10;0.45454545454545453;494.8;0.2023510826433871;0.44381802587430397;0.7945010957316818;0.275625
123;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;113.4;9.0;0.0;9.0;10;3;0.3;112.0;0.11607142857142858;0.2708333333333333;0.4375;22;13;0.5909090909090909;494.8;0.25062130298841934;0.41931904146436866;0.9016939552030832;0.30874999999999997
124;MILP; tiny_tight_high_strong;0.1;tight;0.1;161.9;12.0;1.9999999999999993;10.0;10;3;0.3;112.0;0.19642857142857142;0.4583333333333333;0.9375;22;7;0.3181818181818182;486.0;0.2234059033815753;0.7153362331031194;0.9996639784946236;0.22
124;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;163.5;12.0;2.0;10.0;10;4;0.4;112.0;0.19642857142857142;0.34375;0.6875;22;12;0.5454545454545454;486.0;0.25000705444273147;0.46447140367790113;0.9996639784946236;0.21687499999999998
125;MILP; tiny_tight_high_strong;0.1;tight;0.1;111.51;9.0;0.0;9.0;10;2;0.2;112.0;0.08035714285714286;0.28125;0.375;24;14;0.5833333333333334;587.1999999999999;0.21866831055535285;0.3617697551805025;0.9065889314729341;0.183125
125;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;111.3;9.0;0.0;9.0;10;2;0.2;112.0;0.08035714285714286;0.28125;0.5;24;15;0.625;587.1999999999999;0.2917363303802319;0.4775119576002868;0.9979704725063913;0.218125
126;MILP; tiny_tight_high_strong;0.1;tight;0.1;114.88999999999999;8.999999999999998;1.9999999999999987;7.0;10;3;0.3;112.0;0.10714285714285712;0.24999999999999997;0.4375;22;11;0.5;508.6;0.23306135300618663;0.42713659740353815;0.9493885869565217;0.203125
126;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;114.3;9.0;0.0;9.0;10;2;0.2;112.0;0.10714285714285714;0.375;0.5625;22;11;0.5;508.6;0.304181545773595;0.6032154133788677;0.9493885869565217;0.423125
127;MILP; tiny_tight_high_strong;0.1;tight;0.1;124.0;10.0;1.9999999999999991;8.0;10;3;0.3;112.0;0.10714285714285714;0.25;0.4375;22;16;0.7272727272727273;467.40000000000003;0.3905197617127235;0.5258046009750993;0.9943181818181818;0.343125
127;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;125.0;10.0;2.0;8.0;10;5;0.5;112.0;0.10714285714285714;0.15;0.25;22;16;0.7272727272727273;467.40000000000003;0.2760240736556553;0.38439552338055144;0.9943181818181818;0.1421875
128;MILP; tiny_tight_high_strong;0.1;tight;0.1;115.16999999999997;9.0;1.9999999999999991;7.0;10;3;0.3;112.0;0.09821428571428571;0.22916666666666666;0.3125;20;9;0.45;428.4000000000001;0.24300776735073373;0.5513267676711218;0.9812303459119497;0.28250000000000003
128;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;114.75;9.0;0.0;9.0;10;2;0.2;112.0;0.09821428571428571;0.34375;0.625;20;9;0.45;428.4000000000001;0.2656763573598906;0.5767018991828565;0.9497971804636829;0.36625
129;MILP; tiny_tight_high_strong;0.1;tight;0.1;137.07999999999998;10.0;3.999999999999999;6.0;10;4;0.4;112.0;0.13392857142857142;0.234375;0.5;26;21;0.8076923076923077;582.4;0.49670701017500934;0.6325997898881066;0.9893017304249299;0.6343749999999999
129;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;137.1;10.0;4.0;6.0;10;4;0.4;112.0;0.13392857142857142;0.234375;0.5;26;20;0.7692307692307693;582.4;0.21046797018293498;0.2718813677895501;0.7265296296693792;0.21187499999999998
130;MILP; tiny_tight_high_strong;0.1;tight;0.1;166.30999999999997;11.999999999999998;6.999999999999998;5.0;10;4;0.4;112.0;0.19642857142857142;0.34375;0.5624999999999999;18;13;0.7222222222222222;474.59999999999997;0.16988021961707284;0.25835231811736387;0.9911196048443135;0.170625
130;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;167.5;12.0;4.0;8.0;10;4;0.4;112.0;0.19642857142857142;0.34375;0.875;18;13;0.7222222222222222;474.59999999999997;0.16988021961707284;0.25835231811736387;0.9911196048443135;0.170625
131;MILP; tiny_tight_high_strong;0.1;tight;0.1;136.76;10.999999999999998;1.9999999999999991;9.0;10;3;0.3;112.0;0.16071428571428573;0.375;0.5625;20;13;0.65;507.7999999999999;0.3776439793140882;0.5529606001558737;0.9909173609063701;0.39249999999999996
131;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;137.1;11.0;0.0;11.0;10;4;0.4;112.0;0.16071428571428573;0.28125;0.5625;20;13;0.65;507.7999999999999;0.4168087096137295;0.6478408467666478;0.9907089550189906;0.4196875
132;MILP; tiny_tight_high_strong;0.1;tight;0.1;80.47999999999999;7.0;1.9999999999999991;5.0;10;3;0.3;112.0;0.08035714285714284;0.18749999999999997;0.3125;24;16;0.6666666666666666;553.8000000000001;0.28187784090848034;0.4700526769391473;0.953125;0.471875
132;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;80.56;7.0;2.0;5.0;10;3;0.3;112.0;0.08035714285714286;0.1875;0.3125;24;14;0.5833333333333334;553.8000000000001;0.22105149862868725;0.41854976937118094;0.953125;0.374375
133;MILP; tiny_tight_high_strong;0.1;tight;0.1;158.29;12.0;8.0;3.9999999999999996;10;2;0.2;112.0;0.21428571428571427;0.75;1.0;22;11;0.5;485.19999999999993;0.31391694146743615;0.6459458311993499;0.8884079391891891;0.32718749999999996
133;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;161.5;12.0;4.0;8.0;10;3;0.3;112.0;0.21428571428571427;0.5;0.875;22;10;0.45454545454545453;485.19999999999993;0.28794504843363566;0.6122895665673098;0.8884079391891891;0.2759375
134;MILP; tiny_tight_high_strong;0.1;tight;0.1;109.78999999999999;9.0;0.0;9.0;10;2;0.2;112.0;0.10714285714285714;0.375;0.5;22;16;0.7272727272727273;511.0000000000001;0.42989102734978174;0.5824669367449858;0.9462135748283282;0.47687499999999994
134;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;109.8;9.0;0.0;9.0;10;3;0.3;112.0;0.10714285714285714;0.25;0.5;22;13;0.5909090909090909;511.0000000000001;0.35148605675146766;0.603907845536458;0.9333333333333333;0.51625
135;MILP; tiny_tight_high_strong;0.1;tight;0.1;109.94;8.0;2.0;6.0;10;3;0.3;112.0;0.08928571428571429;0.20833333333333334;0.3125;24;13;0.5416666666666666;540.8;0.30945189561716907;0.5754251883696775;0.9929201462689567;0.54
135;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;109.44;8.0;0.0;8.0;10;3;0.3;112.0;0.08928571428571429;0.20833333333333334;0.5;24;15;0.625;540.8;0.3371041944834608;0.529471001033004;0.6492271868635244;0.6146875
136;MILP; tiny_tight_high_strong;0.1;tight;0.1;93.19999999999999;6.999999999999999;0.0;6.999999999999999;10;2;0.2;112.0;0.10714285714285714;0.37499999999999994;0.43749999999999994;20;11;0.55;445.79999999999995;0.2725386090105347;0.47051841122741533;0.9143708881578948;0.45125
136;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;93.2;7.0;0.0;7.0;10;2;0.2;112.0;0.10714285714285714;0.375;0.4375;20;9;0.45;445.79999999999995;0.2725262169134141;0.5750454080669807;0.9143708881578948;0.45125
137;MILP; tiny_tight_high_strong;0.1;tight;0.1;145.52;11.0;0.0;11.0;10;2;0.2;112.0;0.17857142857142858;0.625;0.6875;24;14;0.5833333333333334;576.4;0.3755048635020842;0.6290479983964644;0.7699099384752431;0.483125
137;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;144.5;11.0;0.0;11.0;10;2;0.2;112.0;0.17857142857142858;0.625;1.0;24;20;0.8333333333333334;576.4;0.5072106414789297;0.6526674651577409;0.9742943548387096;0.5296875
138;MILP; tiny_tight_high_strong;0.1;tight;0.1;83.5;7.0;2.0;5.0;10;3;0.3;112.0;0.10714285714285714;0.25;0.3125;22;11;0.5;459.40000000000003;0.28249535759895533;0.5464191708905134;0.9640748001808345;0.32062500000000005
138;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;84.1;7.0;2.0;5.0;10;4;0.4;112.0;0.10714285714285714;0.1875;0.3125;22;10;0.45454545454545453;459.40000000000003;0.18974530318014818;0.41786847281245737;0.9640748001808345;0.25125000000000003
139;MILP; tiny_tight_high_strong;0.1;tight;0.1;164.74999999999997;13.0;3.0;10.0;10;4;0.4;112.0;0.21428571428571427;0.375;0.6875;22;14;0.6363636363636364;539.2;0.3371374353280053;0.5137034251318934;0.9960106382978723;0.2775
139;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;165.6;13.0;2.0;11.0;10;3;0.3;112.0;0.21428571428571427;0.5;0.8125;22;12;0.5454545454545454;539.2;0.2987719926353024;0.5359560618698356;0.9960106382978723;0.27749999999999997
140;MILP; tiny_tight_high_strong;0.1;tight;0.1;144.65999999999997;11.0;1.9999999999999991;9.0;10;3;0.3;112.0;0.1339285714285714;0.31249999999999994;0.625;20;12;0.6;440.19999999999993;0.20784588658446784;0.35366697796608837;0.6318681318681318;0.17375
140;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;145.0;11.0;0.0;11.0;10;3;0.3;112.0;0.13392857142857142;0.3125;0.5625;20;15;0.75;440.19999999999993;0.44905629944985487;0.6337981015915799;0.9740960292327099;0.5046875
141;MILP; tiny_tight_high_strong;0.1;tight;0.1;123.77999999999997;9.999999999999998;3.999999999999999;6.0;10;5;0.5;112.0;0.12499999999999999;0.175;0.25;22;19;0.8636363636363636;498.0000000000001;0.2818866258404819;0.33554703564710414;0.873378562548804;0.22749999999999998
141;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;121.4;10.0;2.0;8.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.5;22;12;0.5454545454545454;498.0000000000001;0.26072092575720507;0.49183649703587456;0.8088235294117647;0.44687499999999997
142;MILP; tiny_tight_high_strong;0.1;tight;0.1;99.32;8.0;1.9999999999999991;6.0;10;3;0.3;112.0;0.10714285714285714;0.24999999999999997;0.4375;18;11;0.6111111111111112;372.79999999999995;0.26826118610703387;0.40323544606810185;0.7793328220858895;0.24312500000000004
142;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;99.3;8.0;2.0;6.0;10;3;0.3;112.0;0.10714285714285714;0.25;0.4375;18;11;0.6111111111111112;372.79999999999995;0.14983020467052133;0.22983988137049077;0.7793328220858895;0.12937500000000002
143;MILP; tiny_tight_high_strong;0.1;tight;0.1;132.65999999999997;9.999999999999998;6.999999999999999;2.999999999999999;10;5;0.5;112.0;0.15178571428571425;0.21249999999999997;0.49999999999999994;22;13;0.5909090909090909;556.4000000000001;0.1603536002503977;0.2623178217096523;0.8900589459793158;0.09625
143;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;133.0;10.0;6.0;4.0;10;4;0.4;112.0;0.15178571428571427;0.265625;0.5;22;16;0.7272727272727273;556.4000000000001;0.16575578002943397;0.2195413315004426;0.8900589459793158;0.128125
144;MILP; tiny_tight_high_strong;0.1;tight;0.1;176.22;13.0;1.9999999999999991;11.0;10;3;0.3;112.0;0.13392857142857142;0.31249999999999994;0.5625;28;13;0.4642857142857143;629.1999999999998;0.19411715518420322;0.4421692701023999;0.965337643678161;0.269375
144;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;177.1;13.0;4.0;9.0;10;4;0.4;112.0;0.13392857142857142;0.234375;0.375;28;17;0.6071428571428571;629.1999999999998;0.24755931628106592;0.4118231619851707;0.8569834183673469;0.2
145;MILP; tiny_tight_high_strong;0.1;tight;0.1;146.16;11.0;1.9999999999999993;9.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.5625;26;12;0.46153846153846156;580.8000000000001;0.2063025491050452;0.41784764377577144;0.8011122881355932;0.22874999999999998
145;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;146.1;11.0;2.0;9.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.5625;26;18;0.6923076923076923;580.8000000000001;0.32165412978364083;0.4468527301158022;0.8932291666666666;0.35250000000000004
146;MILP; tiny_tight_high_strong;0.1;tight;0.1;156.13;11.999999999999998;5.0;6.999999999999999;10;3;0.3;112.0;0.16071428571428567;0.375;0.5625;26;15;0.5769230769230769;558.8000000000001;0.2742374871318137;0.46431247511652973;0.9765625;0.25375000000000003
146;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;156.8;12.0;6.0;6.0;10;4;0.4;112.0;0.16071428571428573;0.28125;0.75;26;14;0.5384615384615384;558.8000000000001;0.25335419237741674;0.47241213367764257;0.9765625;0.28625
147;MILP; tiny_tight_high_strong;0.1;tight;0.1;195.32;14.0;8.0;5.999999999999999;10;4;0.4;112.0;0.21428571428571427;0.375;0.75;26;22;0.8461538461538461;642.0;0.4183906398458273;0.49653170458038376;0.9960106382978723;0.5574999999999999
147;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;202.5;14.0;2.0;12.0;10;4;0.4;112.0;0.21428571428571427;0.375;0.5;26;14;0.5384615384615384;642.0;0.30113216965369344;0.584975225658922;0.9960106382978723;0.28250000000000003
148;MILP; tiny_tight_high_strong;0.1;tight;0.1;122.0;10.0;2.0;8.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.5;22;18;0.8181818181818182;456.4;0.36772967011755125;0.4208115464339408;0.8573082010582012;0.39375
148;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;122.2;10.0;2.0;8.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.5;22;15;0.6818181818181818;456.4;0.38207622706942346;0.5505869989756152;0.8575629683398697;0.42125
149;MILP; tiny_tight_high_strong;0.1;tight;0.1;154.38;11.0;5.0;5.999999999999999;10;3;0.3;112.0;0.17857142857142858;0.4166666666666667;0.625;22;13;0.5909090909090909;516.6000000000001;0.27859921435538154;0.43927154574284827;0.9993511012622289;0.23000000000000004
149;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;154.4;11.0;3.0;8.0;10;3;0.3;112.0;0.17857142857142858;0.4166666666666667;0.75;22;15;0.6818181818181818;516.6000000000001;0.3338170957297628;0.4509045462952769;0.9993511012622289;0.21875000000000003
150;MILP; tiny_tight_high_strong;0.1;tight;0.1;112.46000000000001;9.0;0.0;9.0;10;2;0.2;112.0;0.09821428571428571;0.34375;0.4375;22;10;0.45454545454545453;509.40000000000003;0.3085604676275474;0.6765403927744452;0.9477124183006536;0.30624999999999997
150;Heuristic;tiny_tight_high_strong;0.1;tight;0.1;112.44;9.0;0.0;9.0;10;2;0.2;112.0;0.09821428571428571;0.34375;0.4375;22;12;0.5454545454545454;509.40000000000003;0.36403121319199055;0.6825172458179631;0.9477124183006536;0.43499999999999994
151;MILP; tiny_moderate_high_strong;0.1;moderate;0.1;201.82999999999998;17.0;6.0;11.0;10;3;0.3;560.0;0.044642857142857144;0.10416666666666667;0.125;24;11;0.4583333333333333;1846.4;0.21859411860411046;0.4834035162043204;0.7981623586429726;0.354375
151;Heuristic;tiny_moderate_high_strong;0.1;moderate;0.1;202.0;17.0;6.0;11.0;10;3;0.3;560.0;0.044642857142857144;0.10416666666666667;0.125;24;13;0.5416666666666666;1846.4;0.24805004103189943;0.4746045645237391;0.7981623586429726;0.40375
152;MILP; tiny_moderate_high_strong;0.1;moderate;0.1;171.05;13.0;0.0;13.0;10;2;0.2;560.0;0.033928571428571426;0.11875;0.125;20;10;0.5;1473.2000000000003;0.25535399131143083;0.5244400505132749;0.6984400324149108;0.436875
152;Heuristic;tiny_moderate_high_strong;0.1;moderate;0.1;171.4;13.0;0.0;13.0;10;2;0.2;560.0;0.033928571428571426;0.11875;0.15;20;13;0.65;1473.2000000000003;0.2939648112621509;0.4733091818578892;0.9532651522557585;0.4896875
153;MILP; tiny_moderate_high_strong;0.1;moderate;0.1;123.22;10.0;0.0;10.0;10;2;0.2;560.0;0.025;0.08750000000000001;0.1;18;16;0.8888888888888888;1314.1999999999998;0.26330076946078;0.2971537964717641;0.5904435416352297;0.58375
153;Heuristic;tiny_moderate_high_strong;0.1;moderate;0.1;122.75;10.0;0.0;10.0;10;2;0.2;560.0;0.025;0.08750000000000001;0.1375;18;11;0.6111111111111112;1314.1999999999998;0.27216325206601305;0.46543214880751793;0.9446717997871927;0.505
154;MILP; tiny_moderate_high_strong;0.1;moderate;0.1;156.89;12.0;5.0;7.0;10;3;0.3;560.0;0.033928571428571426;0.07916666666666668;0.125;18;9;0.5;1369.0;0.20004979827440594;0.3807744223415861;0.9599609375;0.44000000000000006
154;Heuristic;tiny_moderate_high_strong;0.1;moderate;0.1;156.9;12.0;5.0;7.0;10;3;0.3;560.0;0.033928571428571426;0.07916666666666668;0.125;18;7;0.3888888888888889;1369.0;0.16752495514902432;0.4123162444268235;0.933824767313815;0.34375
155;MILP; tiny_moderate_high_strong;0.1;moderate;0.1;183.11999999999998;12.999999999999998;2.999999999999999;10.0;10;3;0.3;560.0;0.041071428571428564;0.09583333333333333;0.12499999999999999;18;8;0.4444444444444444;1275.1999999999998;0.18021821938314883;0.41024719712100877;0.72890625;0.2825
155;Heuristic;tiny_moderate_high_strong;0.1;moderate;0.1;181.2;13.0;0.0;13.0;10;3;0.3;560.0;0.04107142857142857;0.09583333333333333;0.22499999999999998;18;10;0.5555555555555556;1275.1999999999998;0.27244469658045134;0.4934154897054503;0.9987745026372513;0.47
